x,y,det_0,det_1,det_2,det_3,det_4,det_5,RD_1_4,RD_2_5,RD_0_3
27.551,27.551,8.25e-05,8.75e-05,3.25e-05,5e-06,3e-05,2.5e-06,0.9787234042386601,1.714285714187755,1.7714285713880817
27.551,29.5918,6e-05,0.00011,5e-06,7.5e-06,1.25e-05,1.25e-05,1.5918367346678883,-0.8571428570448979,1.5555555555094651
27.551,31.6327,2.75e-05,0.0001525,4.5e-05,2.5e-06,7.5e-06,1.25e-05,1.812499999977344,1.1304347825693764,1.6666666665555556
27.551,33.6735,5.75e-05,7e-05,4e-05,2.5e-06,1.5e-05,1.5e-05,1.2941176470283737,0.9090909090578514,1.8333333332722221
27.551,35.7143,3.75e-05,0.0001325,2.25e-05,1.25e-05,7.5e-06,5e-06,1.7857142856887758,1.2727272726347107,0.99999999996
27.551,37.7551,4.75e-05,6.5e-05,2.25e-05,1e-05,1.5e-05,1.25e-05,1.2499999999687499,0.5714285713959183,1.304347826041588
27.551,39.7959,4.5e-05,4.75e-05,5e-05,5e-06,2.5e-06,2.5e-06,1.799999999928,1.8095238094548753,1.599999999936
27.551,41.8367,4e-05,4.5e-05,3e-05,7.5e-06,1e-05,2.25e-05,1.2727272726809917,0.2857142857034013,1.3684210525739613
27.551,43.8776,3e-05,6.5e-05,3e-05,1.25e-05,1e-05,7.5e-06,1.4666666666275556,1.199999999936,0.8235294117259514
27.551,45.9184,3.25e-05,8.25e-05,2.25e-05,5e-06,7.5e-06,0.0,1.6666666666296293,1.9999999998222222,1.4666666665884445
27.551,47.9592,3.5e-05,5.75e-05,3.25e-05,7.5e-06,1e-05,0.0,1.4074074073657066,1.9999999998769231,1.2941176469979239
27.551,50.0,3.25e-05,6.5e-05,1.75e-05,2.5e-06,1e-05,7.5e-06,1.4666666666275556,0.799999999936,1.714285714187755
29.5918,-50.0,2.75e-05,0.0,1.75e-05,1e-05,2e-05,5.5e-05,-1.9999999998,-1.0344827585921523,0.9333333332835554
29.5918,-47.9592,1.75e-05,1e-05,1e-05,5e-06,2.25e-05,7e-05,-0.7692307691834319,-1.4999999999625,1.1111111110123457
29.5918,-45.9184,3.75e-05,1.5e-05,1.75e-05,2.5e-06,2e-05,8.25e-05,-0.2857142856979592,-1.2999999999740002,1.7499999999125
29.5918,-43.8776,4.25e-05,1.75e-05,1.5e-05,1.5e-05,1e-05,7e-05,0.5454545454148759,-1.2941176470283737,0.9565217390971645
29.5918,-41.8367,1.5e-05,2.25e-05,7.5e-06,1.25e-05,7e-05,7e-05,-1.0270270270048207,-1.612903225764828,0.18181818180495865
29.5918,-39.7959,2.25e-05,5e-06,1e-05,1.5e-05,7.5e-06,7.75e-05,-0.39999999993599994,-1.5428571428218776,0.3999999999786667
29.5918,-37.7551,5.5e-05,2.5e-06,1e-05,2.5e-06,3.25e-05,8.25e-05,-1.714285714187755,-1.5675675675336742,1.8260869564582232
29.5918,-35.7143,7.25e-05,5e-06,1e-05,7.5e-06,2.25e-05,6.75e-05,-1.2727272726347107,-1.4838709677036421,1.6249999999593747
29.5918,-33.6735,3.25e-05,5e-06,1.5e-05,2.75e-05,4.5e-05,8.75e-05,-1.599999999936,-1.4146341463138608,0.166666666661111
29.5918,-31.6327,5.25e-05,1.25e-05,1.25e-05,1e-05,1.5e-05,0.0001425,-0.18181818180495865,-1.6774193548170655,1.35999999995648
29.5918,-29.5918,5.75e-05,0.0,1.25e-05,1.25e-05,1.5e-05,0.0001225,-1.9999999997333333,-1.6296296296054869,1.285714285677551
29.5918,-27.551,6.25e-05,1.75e-05,5e-06,2.5e-06,1.25e-05,0.0001175,0.333333333311111,-1.8367346938475635,1.8461538460970413
29.5918,-25.5102,9.5e-05,3.5e-05,2.75e-05,1.5e-05,3.75e-05,0.000105,-0.0689655172394768,-1.1698113207370595,1.4545454545190084
29.5918,-23.4694,8e-05,1.25e-05,2.25e-05,1.75e-05,1.5e-05,0.00014,-0.18181818180495865,-1.4461538461360472,1.2820512820249834
29.5918,-21.4286,0.0001175,1.25e-05,4.5e-05,2.5e-06,1e-05,0.00014,0.2222222222024691,-1.0270270270159239,1.916666666634722
29.5918,-19.3878,9.5e-05,2e-05,3.25e-05,1.25e-05,4.75e-05,0.0001425,-0.8148148147906722,-1.2571428571284897,1.5348837209016764
29.5918,-17.3469,0.0001425,2.5e-05,2.5e-05,2.25e-05,3e-05,0.00012,-0.18181818181157022,-1.3103448275681333,1.4545454545278236
29.5918,-15.3061,0.000145,1.75e-05,7.5e-06,2.5e-05,7.5e-06,0.000135,0.799999999936,-1.789473684185411,1.4117647058657439
29.5918,-13.2653,0.0001725,1.75e-05,2e-05,1.75e-05,2e-05,9.75e-05,-0.13333333332622238,-1.3191489361477593,1.6315789473512468
29.5918,-11.2245,0.00023,3e-05,1.5e-05,1.5e-05,7.5e-06,8.5e-05,1.199999999936,-1.399999999972,1.7551020408019993
29.5918,-9.18367,0.000305,1e-05,1.75e-05,3.5e-05,1e-05,9.25e-05,0.0,-1.3636363636115705,1.5882352941083049
29.5918,-7.14286,0.000295,3.5e-05,4e-05,2e-05,2e-05,9.5e-05,0.5454545454347106,-0.8148148148027435,1.7460317460206602
29.5918,-5.10204,0.000405,2.25e-05,2e-05,2.75e-05,4.25e-05,8.25e-05,-0.6153846153656805,-1.219512195098156,1.7456647398763205
29.5918,-3.06122,0.0007425,3.75e-05,1.5e-05,2e-05,2e-05,2.5e-05,0.6086956521527408,-0.499999999975,1.8950819672081438
29.5918,-1.02041,0.384337,5e-05,2.5e-06,5e-06,2.5e-06,0.0001,1.8095238094548753,-1.9024390243531228,1.9999479630120989
29.5918,1.02041,0.38357,0.00011,1.5e-05,1.75e-05,1e-05,2.25e-05,1.666666666638889,-0.3999999999786667,1.9998175123016155
29.5918,3.06122,0.000805,5.25e-05,7.5e-06,1.75e-05,1.5e-05,2e-05,1.1111111110781893,-0.9090909090247935,1.91489361701662
29.5918,5.10204,0.00049,6e-05,2.25e-05,1.5e-05,2e-05,4.75e-05,0.9999999999749998,-0.7142857142653061,1.8811881188044308
29.5918,7.14286,0.00044,8e-05,2.25e-05,2.5e-05,2.75e-05,3.5e-05,0.9767441860283396,-0.43478260868052915,1.7849462365514626
29.5918,9.18367,0.00025,9.75e-05,2.5e-05,3.5e-05,1.75e-05,7.5e-06,1.3913043478018903,1.0769230768568048,1.508771929813974
29.5918,11.2245,0.0001775,0.0001325,1.25e-05,1.5e-05,2.5e-05,1.25e-05,1.3650793650620305,0.0,1.6883116882941471
29.5918,13.2653,0.00014,0.000115,1.25e-05,2.75e-05,1.5e-05,3.5e-05,1.5384615384378697,-0.9473684210127423,1.343283582073513
29.5918,15.3061,0.000145,5.25e-05,3e-05,1.25e-05,1.75e-05,1.5e-05,0.9999999999714287,0.666666666637037,1.6825396825183168
29.5918,17.3469,0.000125,9e-05,1.5e-05,1.75e-05,5e-06,4e-05,1.7894736841728531,-0.9090909090578514,1.508771929803386
29.5918,19.3878,0.0001525,0.000125,1.5e-05,2e-05,2.75e-05,2.25e-05,1.2786885245733943,-0.3999999999786667,1.5362318840401596
29.5918,21.4286,0.00012,0.00013,2.25e-05,2.25e-05,1e-05,2.5e-06,1.7142857142612244,1.599999999872,1.368421052612373
29.5918,23.4694,9.5e-05,0.0001,1e-05,1.75e-05,3e-05,2.25e-05,1.0769230769065088,-0.7692307691834319,1.3777777777532842
29.5918,25.5102,7.75e-05,0.0001375,1.75e-05,2e-05,1.25e-05,2.5e-06,1.6666666666444443,1.49999999985,1.1794871794629849
29.5918,27.551,6.5e-05,0.000135,2.5e-05,1.25e-05,1.5e-05,2.5e-06,1.5999999999786665,1.636363636244628,1.3548387096424557
29.5918,29.5918,0.0001025,0.0001025,3e-05,1.25e-05,1.5e-05,1.25e-05,1.4893617021023087,0.8235294117259514,1.5652173912771266
29.5918,31.6327,7e-05,0.00011,1e-05,7.5e-06,2.25e-05,5e-06,1.3207547169611962,0.6666666665777777,1.612903225764828
29.5918,33.6735,5e-05,6.75e-05,1e-05,7.5e-06,1.25e-05,1.75e-05,1.3749999999656248,-0.5454545454148759,1.4782608695137998
29.5918,35.7143,7.5e-05,9.25e-05,1.75e-05,1e-05,2.75e-05,1e-05,1.0833333333152777,0.5454545454148759,1.5294117646698961
29.5918,37.7551,5.5e-05,5.75e-05,3e-05,1.25e-05,7.5e-06,2.5e-06,1.538461538414201,1.69230769220355,1.259259259221948
29.5918,39.7959,5e-05,0.0001,3e-05,1.5e-05,2.5e-06,2.5e-06,1.9024390243531228,1.69230769220355,1.0769230768899407
29.5918,41.8367,2.25e-05,6e-05,1.5e-05,5e-06,1.25e-05,2.25e-05,1.3103448275500595,-0.3999999999786667,1.2727272726347107
29.5918,43.8776,4.25e-05,6.5e-05,1e-05,1e-05,2.25e-05,5e-06,0.9714285714063671,0.6666666665777777,1.2380952380480728
29.5918,45.9184,1.5e-05,6.75e-05,3.75e-05,2.5e-06,7.5e-06,2.5e-06,1.599999999957333,1.7499999999125,1.4285714284081632
29.5918,47.9592,2.5e-05,7.5e-05,5.5e-05,1.75e-05,2.5e-06,1.25e-05,1.8709677418872004,1.259259259221948,0.3529411764539793
29.5918,50.0,2.25e-05,4.5e-05,2.5e-05,5e-06,1.75e-05,1.5e-05,0.8799999999718401,0.499999999975,1.2727272726347107
31.6327,-50.0,1.75e-05,5e-06,5e-06,5e-06,3.5e-05,5e-05,-1.499999999925,-1.6363636363041323,1.1111111110123457
31.6327,-47.9592,2.75e-05,2.5e-06,7.5e-06,2.5e-06,3.75e-05,4.75e-05,-1.7499999999125,-1.454545454492562,1.6666666665555556
31.6327,-45.9184,3.5e-05,1.25e-05,2e-05,1e-05,3e-05,5.5e-05,-0.8235294117259514,-0.9333333333084443,1.1111111110617284
31.6327,-43.8776,4e-05,1e-05,1.75e-05,2.5e-06,1e-05,6.75e-05,0.0,-1.1764705882076125,1.7647058822698962
31.6327,-41.8367,4.25e-05,1.75e-05,1.25e-05,5e-06,1.25e-05,9e-05,0.333333333311111,-1.5121951219217131,1.5789473683545707
31.6327,-39.7959,5.75e-05,5e-06,7.5e-06,7.5e-06,3.25e-05,6.5e-05,-1.4666666665884445,-1.5862068965079665,1.538461538414201
31.6327,-37.7551,3.5e-05,2.5e-06,2e-05,2.5e-06,2.75e-05,8.75e-05,-1.6666666665555556,-1.2558139534650081,1.733333333240889
31.6327,-35.7143,6.75e-05,3e-05,5e-06,1e-05,2.5e-05,5.75e-05,0.18181818181157022,-1.67999999994624,1.4838709677036421
31.6327,-33.6735,5e-05,5e-06,5e-06,7.5e-06,7.5e-06,6.25e-05,-0.39999999993599994,-1.7037037036532237,1.4782608695137998
31.6327,-31.6327,6.25e-05,1.5e-05,1.25e-05,5e-06,4e-05,0.0001075,-0.9090909090578514,-1.5833333333069441,1.7037037036532237
31.6327,-29.5918,5e-05,1.25e-05,7.5e-06,3.25e-05,2e-05,7.5e-05,-0.4615384615100592,-1.6363636363239666,0.4242424242321397
31.6327,-27.551,6.5e-05,2.25e-05,1.5e-05,2.75e-05,1.25e-05,0.0001175,0.5714285713959183,-1.5471698112974013,0.8108108107932795
31.6327,-25.5102,6.75e-05,2.5e-06,1.25e-05,1.5e-05,2e-05,7.25e-05,-1.555555555417284,-1.411764705849135,1.2727272726964187
31.6327,-23.4694,8e-05,4.5e-05,5e-06,1e-05,2.5e-05,8.75e-05,0.5714285714122449,-1.7837837837452155,1.5555555555209877
31.6327,-21.4286,9.5e-05,3e-05,1e-05,1e-05,4.25e-05,0.00013,-0.34482758619738413,-1.7142857142612244,1.6190476190167802
31.6327,-19.3878,5.25e-05,2.25e-05,0.0,2.25e-05,7.5e-06,0.0001175,0.9999999999333334,-1.9999999999659575,0.7999999999786666
31.6327,-17.3469,0.0001275,3e-05,1.75e-05,2.25e-05,1.25e-05,0.0001225,0.8235294117259514,-1.4999999999785716,1.3999999999813333
31.6327,-15.3061,0.0001425,1.25e-05,1.5e-05,1e-05,1.75e-05,0.0001125,-0.333333333311111,-1.5294117646818914,1.7377049180099973
31.6327,-13.2653,0.000145,3.75e-05,1e-05,1.5e-05,4.75e-05,9.5e-05,-0.2352941176415226,-1.6190476190167802,1.6249999999796871
31.6327,-11.2245,0.00018,4.25e-05,2.25e-05,1.75e-05,2.5e-05,0.0001075,0.518518518503155,-1.3076923076721894,1.6455696202365007
31.6327,-9.18367,0.000235,2.75e-05,1.25e-05,3e-05,3.25e-05,9e-05,-0.166666666661111,-1.5121951219217131,1.5471698113090782
31.6327,-7.14286,0.000245,3.25e-05,2.5e-06,3e-05,2.25e-05,7.25e-05,0.3636363636231404,-1.8666666666168885,1.5636363636249917
31.6327,-5.10204,0.000285,5.25e-05,3.25e-05,2.25e-05,1.75e-05,7.75e-05,0.9999999999714287,-0.8181818181669422,1.7073170731596272
31.6327,-3.06122,0.00038,2.25e-05,2.25e-05,5e-05,2.25e-05,6.5e-05,0.0,-0.9714285714063671,1.5348837209230934
31.6327,-1.02041,0.00037,3.75e-05,7.5e-06,2.5e-05,0.0,3.25e-05,1.9999999998933333,-1.2499999999375,1.74683544302913
31.6327,1.02041,0.00043,2.25e-05,2e-05,3.25e-05,1.25e-05,3.5e-05,0.5714285713959183,-0.5454545454347106,1.718918918911486
31.6327,3.06122,0.000385,7.25e-05,4e-05,5e-06,3.25e-05,6.25e-05,0.7619047618902495,-0.43902439023533607,1.9487179487079553
31.6327,5.10204,0.000365,7e-05,2.25e-05,1.5e-05,3.25e-05,2e-05,0.7317073170588935,0.11764705881799306,1.8421052631481998
31.6327,7.14286,0.000295,8e-05,4.5e-05,2.5e-05,1.25e-05,1.75e-05,1.4594594594279033,0.8799999999718401,1.687499999989453
31.6327,9.18367,0.0002425,7.5e-05,3e-05,2.75e-05,2.5e-05,3.75e-05,0.99999999998,-0.22222222221563773,1.592592592580796
31.6327,11.2245,0.00017,7.25e-05,2.5e-05,1.75e-05,2.25e-05,2.25e-05,1.0526315789252076,0.10526315789030469,1.6266666666493157
31.6327,13.2653,0.000145,8.5e-05,4.25e-05,7.5e-06,1.75e-05,3.25e-05,1.3170731707060086,0.2666666666595557,1.8032786885009409
31.6327,15.3061,0.00019,9.5e-05,1e-05,1.25e-05,1.75e-05,1.75e-05,1.3777777777532842,-0.5454545454148759,1.7530864197357718
31.6327,17.3469,0.0001275,0.0001075,1.5e-05,3.25e-05,1.75e-05,2.5e-06,1.43999999997696,1.4285714284081632,1.1874999999851563
31.6327,19.3878,7.75e-05,0.000135,1.5e-05,3e-05,2e-05,1.25e-05,1.4838709677227888,0.18181818180495865,0.8837209302161169
31.6327,21.4286,0.000105,0.000115,1e-05,1e-05,3.5e-05,2.25e-05,1.0666666666524445,-0.7692307691834319,1.6521739130147448
31.6327,23.4694,0.0001075,0.000115,1.5e-05,2.5e-05,2.75e-05,4.5e-05,1.2280701754213605,-0.9999999999666668,1.2452830188491277
31.6327,25.5102,9.75e-05,9.25e-05,2e-05,2.25e-05,2.25e-05,2e-05,1.217391304326654,0.0,1.2499999999791664
31.6327,27.551,8.5e-05,5e-05,2e-05,1.25e-05,1.25e-05,1e-05,1.1999999999616,0.6666666666222222,1.4871794871489807
31.6327,29.5918,6.75e-05,9.5e-05,1e-05,7.5e-06,3e-05,1e-05,1.03999999998336,0.0,1.599999999957333
31.6327,31.6327,4e-05,0.00011,4.5e-05,1.25e-05,1.75e-05,1.25e-05,1.4509803921341022,1.1304347825693764,1.0476190475791385
31.6327,33.6735,4e-05,6e-05,1.25e-05,3e-05,7.5e-06,1.25e-05,1.5555555555094651,0.0,0.2857142857061225
31.6327,35.7143,3.5e-05,4.5e-05,2e-05,7.5e-06,1.75e-05,1.5e-05,0.8799999999718401,0.2857142856979592,1.2941176469979239
31.6327,37.7551,7.25e-05,9.75e-05,1.5e-05,1.75e-05,1.25e-05,1.5e-05,1.5454545454264461,0.0,1.2222222221950618
31.6327,39.7959,3.5e-05,8e-05,2e-05,1.75e-05,7.5e-06,0.0,1.6571428571049793,1.9999999998,0.6666666666412698
31.6327,41.8367,5.25e-05,6e-05,1e-05,2e-05,5e-06,0.0,1.692307692255621,1.9999999996,0.8965517241131987
31.6327,43.8776,3.5e-05,6.75e-05,5.75e-05,1e-05,1.25e-05,1.5e-05,1.3749999999656248,1.1724137930711058,1.1111111110617284
31.6327,45.9184,3e-05,6e-05,3.25e-05,5e-06,3.25e-05,5e-06,0.5945945945817386,1.4666666665884445,1.428571428489796
31.6327,47.9592,2.25e-05,4.25e-05,2.75e-05,5e-06,5e-06,7.5e-06,1.5789473683545707,1.1428571427918366,1.2727272726347107
31.6327,50.0,2.25e-05,4.5e-05,3.25e-05,5e-06,5e-06,5e-06,1.599999999936,1.4666666665884445,1.2727272726347107
33.6735,-50.0,1.75e-05,5e-06,1.75e-05,7.5e-06,1.25e-05,4.5e-05,-0.8571428570448979,-0.8799999999718401,0.799999999936
33.6735,-47.9592,1.5e-05,5e-06,1.25e-05,1.25e-05,1.5e-05,5.75e-05,-0.9999999998999998,-1.285714285677551,0.18181818180495865
33.6735,-45.9184,5.25e-05,7.5e-06,1e-05,1e-05,4.75e-05,3e-05,-1.454545454492562,-0.9999999999499998,1.35999999995648
33.6735,-43.8776,3.5e-05,5e-06,1.25e-05,1.75e-05,2.25e-05,6.25e-05,-1.2727272726347107,-1.3333333332977777,0.6666666666412698
33.6735,-41.8367,4.5e-05,1.25e-05,1e-05,5e-06,1.25e-05,6.75e-05,0.0,-1.4838709677036421,1.599999999936
33.6735,-39.7959,4.5e-05,7.5e-06,2.5e-06,7.5e-06,1.25e-05,9.25e-05,-0.49999999995,-1.8947368420653736,1.4285714285170068
33.6735,-37.7551,4e-05,1e-05,5e-06,1e-05,3e-05,6.5e-05,-0.9999999999499998,-1.7142857142367347,1.1999999999520001
33.6735,-35.7143,4.5e-05,0.0,5.5e-05,1.25e-05,2.75e-05,9.75e-05,-1.9999999998545455,-0.557377049173018,1.1304347825693764
33.6735,-33.6735,5.75e-05,2.5e-06,1e-05,3.5e-05,1.75e-05,5.25e-05,-1.49999999985,-1.35999999995648,0.486486486475968
33.6735,-31.6327,5.25e-05,1e-05,1e-05,1.25e-05,3e-05,6.75e-05,-0.9999999999499998,-1.4838709677036421,1.230769230731361
33.6735,-29.5918,7.75e-05,2.25e-05,2.25e-05,5e-06,5e-06,9e-05,1.2727272726347107,-1.1999999999786666,1.7575757575331497
33.6735,-27.551,5e-05,2.75e-05,1.25e-05,1.5e-05,5e-06,8.25e-05,1.3846153845301774,-1.4736842104952907,1.0769230768899407
33.6735,-25.5102,9e-05,1.25e-05,2.25e-05,1.25e-05,2e-05,9.5e-05,-0.4615384615100592,-1.2340425531704842,1.5121951219217131
33.6735,-23.4694,9.5e-05,2.5e-05,1e-05,1.5e-05,3.75e-05,0.00012,-0.3999999999871998,-1.6923076922816567,1.4545454545190084
33.6735,-21.4286,7.5e-05,3.75e-05,2.5e-05,2.5e-05,2.5e-06,0.0001125,1.7499999999125,-1.2727272727087602,0.99999999998
33.6735,-19.3878,8.5e-05,1.75e-05,2.5e-06,3.75e-05,5e-06,9.5e-05,1.1111111110123457,-1.8974358973969754,0.7755102040689714
33.6735,-17.3469,0.00012,1.5e-05,2e-05,4.75e-05,7.5e-06,9e-05,0.6666666666074074,-1.2727272727041323,0.8656716417807083
33.6735,-15.3061,0.0001375,1e-05,5e-06,1.25e-05,3e-05,9.25e-05,-0.9999999999499998,-1.794871794834977,1.6666666666444443
33.6735,-13.2653,0.000135,2.25e-05,1.75e-05,2.75e-05,2.25e-05,0.000135,0.0,-1.5409836065371676,1.3230769230606392
33.6735,-11.2245,0.00018,1e-05,7.5e-06,1e-05,4.75e-05,8.75e-05,-1.304347826041588,-1.6842105262803322,1.7894736841916898
33.6735,-9.18367,0.00022,1.75e-05,3.25e-05,2e-05,1.5e-05,9.25e-05,0.1538461538366863,-0.95999999998464,1.6666666666527779
33.6735,-7.14286,0.0001675,2.25e-05,3e-05,2.25e-05,2.5e-05,8.75e-05,-0.10526315789030469,-0.9787234042386601,1.5263157894576176
33.6735,-5.10204,0.0003025,3.75e-05,1.25e-05,2.5e-05,1e-05,5.75e-05,1.1578947367933519,-1.285714285677551,1.6946564885392692
33.6735,-3.06122,0.00023,4e-05,5.5e-05,2.75e-05,1.25e-05,5.25e-05,1.0476190475791385,0.0465116279061114,1.5728155339683667
33.6735,-1.02041,0.0002975,4.5e-05,2.75e-05,1.25e-05,1.25e-05,4e-05,1.1304347825693764,-0.3703703703593965,1.8387096774074927
33.6735,1.02041,0.000285,5.75e-05,5e-06,1.25e-05,1.5e-05,4.5e-05,1.1724137930711058,-1.599999999936,1.8319327730969286
33.6735,3.06122,0.00022,6e-05,7.5e-06,2.75e-05,2.75e-05,4.5e-05,0.7428571428401634,-1.4285714285170068,1.5555555555429856
33.6735,5.10204,0.0002425,7e-05,2e-05,1.25e-05,1.5e-05,3e-05,1.2941176470283737,-0.39999999998399993,1.8039215686133028
33.6735,7.14286,0.00022,7.75e-05,7.5e-06,2.75e-05,2.5e-05,3.75e-05,1.024390243882451,-1.333333333274074,1.5555555555429856
33.6735,9.18367,0.0001725,0.0001025,1.5e-05,3e-05,4e-05,7.5e-06,0.8771929824438289,0.6666666666074074,1.407407407393507
33.6735,11.2245,0.0001575,9e-05,1.25e-05,2.25e-05,1.75e-05,2.75e-05,1.3488372092772307,-0.7499999999625,1.4999999999833333
33.6735,13.2653,0.0001175,0.000145,1.5e-05,5e-06,7.5e-06,1.25e-05,1.8032786885009409,0.18181818180495865,1.8367346938475635
33.6735,15.3061,9.75e-05,7.25e-05,2e-05,1.75e-05,2.75e-05,1.25e-05,0.8999999999819999,0.4615384615100592,1.3913043478018903
33.6735,17.3469,9.25e-05,0.0001225,1.25e-05,1.5e-05,3e-05,1.75e-05,1.213114754082451,-0.333333333311111,1.4418604650894538
33.6735,19.3878,0.0001,7.25e-05,2.25e-05,2.25e-05,2e-05,2.5e-05,1.1351351351105918,-0.10526315789030469,1.2653061224283215
33.6735,21.4286,8e-05,0.0001,3.5e-05,1e-05,2e-05,1e-05,1.3333333333111113,1.1111111110617284,1.5555555555209877
33.6735,23.4694,7e-05,9.25e-05,5e-06,1.5e-05,2e-05,1.75e-05,1.2888888888659753,-1.1111111110123457,1.2941176470283737
33.6735,25.5102,7.25e-05,7.75e-05,1e-05,3.5e-05,2.25e-05,3e-05,1.099999999978,-0.9999999999499998,0.6976744185916712
33.6735,27.551,7.5e-05,5.5e-05,0.0,3e-05,1.25e-05,1.25e-05,1.259259259221948,-1.99999999968,0.8571428571265306
33.6735,29.5918,8.25e-05,4.5e-05,1.25e-05,7.5e-06,1e-05,1.5e-05,1.2727272726809917,-0.18181818180495865,1.6666666666296293
33.6735,31.6327,5.5e-05,9e-05,1e-05,2.75e-05,7.5e-06,1.25e-05,1.692307692272978,-0.2222222222024691,0.6666666666505051
33.6735,33.6735,6.75e-05,8.75e-05,2.5e-05,5e-06,7.5e-06,1.75e-05,1.6842105262803322,0.3529411764539793,1.7241379309869203
33.6735,35.7143,4.75e-05,0.0001025,2e-05,0.0,1.75e-05,1.5e-05,1.4166666666430558,0.2857142856979592,1.9999999999157894
33.6735,37.7551,5.5e-05,6.75e-05,2.5e-05,5e-06,1.5e-05,2.5e-06,1.2727272726964187,1.636363636244628,1.6666666666111112
33.6735,39.7959,3.5e-05,6.5e-05,2.5e-05,1.75e-05,2.5e-05,7.5e-06,0.8888888888691358,1.0769230768568048,0.6666666666412698
33.6735,41.8367,3.75e-05,4e-05,1.5e-05,5e-06,3.75e-05,2.75e-05,0.0645161290305933,-0.5882352940899653,1.52941176463391
33.6735,43.8776,1.5e-05,0.0001175,2.75e-05,5e-06,7.5e-06,5e-06,1.7599999999718399,1.3846153845301774,0.9999999998999998
33.6735,45.9184,4.5e-05,5.75e-05,1.75e-05,2.5e-06,1e-05,7.5e-06,1.4074074073657066,0.799999999936,1.7894736841351802
33.6735,47.9592,4e-05,6.25e-05,1.25e-05,0.0,5e-06,1.25e-05,1.7037037036532237,0.0,1.9999999999
33.6735,50.0,4.25e-05,6e-05,2e-05,7.5e-06,2.5e-05,2.5e-05,0.8235294117453286,-0.22222222221234564,1.399999999944
35.7143,-50.0,1e-05,7.5e-06,0.0,0.0,1.5e-05,3.5e-05,-0.6666666666074074,-1.9999999998857143,1.9999999996
35.7143,-47.9592,1.25e-05,0.0,7.5e-06,0.0,2.25e-05,4.5e-05,-1.9999999998222222,-1.4285714285170068,1.99999999968
35.7143,-45.9184,4e-05,0.0,1e-05,1.25e-05,1.5e-05,5.75e-05,-1.9999999997333333,-1.4074074073657066,1.0476190475791385
35.7143,-43.8776,3.25e-05,2.5e-06,7.5e-06,1e-05,2e-05,6.5e-05,-1.555555555417284,-1.5862068965079665,1.0588235293619377
35.7143,-41.8367,8.5e-05,0.0,5e-06,2e-05,1.5e-05,4.5e-05,-1.9999999997333333,-1.599999999936,1.2380952380716554
35.7143,-39.7959,6e-05,1e-05,1.5e-05,1.25e-05,3e-05,6e-05,-0.9999999999499998,-1.199999999968,1.3103448275500595
35.7143,-37.7551,4.75e-05,1e-05,0.0,1.5e-05,2e-05,7e-05,-0.6666666666222222,-1.999999999942857,1.03999999996672
35.7143,-35.7143,7e-05,5e-06,1e-05,1e-05,1e-05,7.5e-05,-0.6666666665777777,-1.5294117646698961,1.4999999999625
35.7143,-33.6735,4.75e-05,5e-06,1e-05,2e-05,2e-05,9.5e-05,-1.199999999904,-1.6190476190167802,0.8148148147906722
35.7143,-31.6327,4.5e-05,1.75e-05,1.25e-05,1e-05,0.0,7.75e-05,1.9999999997714284,-1.4444444444123454,1.2727272726809917
35.7143,-29.5918,9e-05,2.5e-06,1e-05,0.0,1.75e-05,8.75e-05,-1.49999999985,-1.5897435897109797,1.9999999999555556
35.7143,-27.551,9e-05,5e-06,1.25e-05,1.25e-05,2.25e-05,8.25e-05,-1.2727272726347107,-1.4736842104952907,1.5121951219217131
35.7143,-25.5102,8e-05,7.5e-06,7.5e-06,2e-05,1.5e-05,8.75e-05,-0.6666666666074074,-1.6842105262803322,1.199999999976
35.7143,-23.4694,7.75e-05,1.75e-05,2e-05,2.25e-05,1.25e-05,0.000135,0.333333333311111,-1.4838709677227888,1.099999999978
35.7143,-21.4286,8e-05,5e-06,7.5e-06,2.5e-06,1e-05,9e-05,-0.6666666665777777,-1.692307692272978,1.878787878742332
35.7143,-19.3878,7.5e-05,1e-05,2.5e-05,1.5e-05,1.5e-05,7e-05,-0.39999999996799995,-0.9473684210326869,1.3333333333037036
35.7143,-17.3469,0.0001125,7.5e-06,3e-05,5e-06,3e-05,9.75e-05,-1.199999999936,-1.0588235293951556,1.8297872340114079
35.7143,-15.3061,0.0001,1.5e-05,2.25e-05,1e-05,1e-05,5.5e-05,0.39999999996799995,-0.8387096773977109,1.6363636363338843
35.7143,-13.2653,9.75e-05,2.5e-05,2.25e-05,1e-05,7.5e-06,6.75e-05,1.0769230768568048,-0.9999999999777777,1.6279069767138994
35.7143,-11.2245,0.00013,5e-06,1.25e-05,1.5e-05,3.25e-05,6.5e-05,-1.4666666665884445,-1.3548387096424557,1.5862068965298453
35.7143,-9.18367,0.0001525,2.5e-06,1.5e-05,1.5e-05,2.25e-05,0.00011,-1.599999999872,-1.5199999999756801,1.6417910447565156
35.7143,-7.14286,0.000165,1.5e-05,1.5e-05,1.5e-05,2e-05,8.25e-05,-0.2857142856979592,-1.3846153845869822,1.666666666648148
35.7143,-5.10204,0.00017,2e-05,1.5e-05,1.75e-05,1.75e-05,4.5e-05,0.13333333332622238,-0.9999999999666668,1.6266666666493157
35.7143,-3.06122,0.00019,1.5e-05,1.5e-05,1.5e-05,1e-05,4.5e-05,0.39999999996799995,-0.9999999999666668,1.7073170731540748
